번호,관리번호,지정일자,해제일자,운영상태,읍면동명,시설명,시설구분,도로명전체주소,소재지전체주소,도로명우편번호,시설위치(지상/지하),시설면적(㎡),최대수용인원,최종수정시점,데이터갱신구분,데이터갱신일자,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),위도(EPSG4326),경도(EPSG4326),좌표정보(X),좌표정보(Y)
221,6510000-S198800003,2019.2.25,,사용중,,오리엔탈호텔(지하주차장 1층~2층),공공용시설,"제주특별자치도 제주시 탑동로 47 (삼도이동, 제주오리엔탈호텔)",제주특별자치도 제주시 삼도이동 1197번지,63166,지하,2545,3084,2023.4.30 9:06,I,2023.7.28 1:14,33,31,3.31,126,31,10.14,33.51782289,126.5198787,908977.9844,1503310.135
222,6510000-S200300046,2019.2.20,,사용중,,성환그린아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 정존5길 39 (노형동, 노형성환그린1차아파트)",제주특별자치도 제주시 노형동 2528번지 1호,63103,지하,2528.94,3065,2023.4.17 11:36,I,2023.7.28 1:14,33,29,4.53,126,28,16.47,33.48529586,126.4719726,904493.1236,1499746.724
223,6510000-S200300050,2019.3.4,,사용중,,한신코아오피스텔(지하주차장 1층~ 4층),공공용시설,제주특별자치도 제주시 도령로 54 (노형동),제주특별자치도 제주시 노형동 906번지 5호,63081,지하,5299.2,6423,2023.6.12 11:24,I,2023.7.28 1:14,33,29,19.28,126,29,4.49,33.48873925,126.4844616,905657.1759,1500117.094
224,6510000-S200300052,2019.3.6,,사용중,,정한오피스텔(지하주차장 1층),공공용시설,제주특별자치도 제주시 노연로 42 (노형동),제주특별자치도 제주시 노형동 939번지,63082,지하,2059.51,2496,2023.4.17 11:38,I,2023.7.28 1:14,33,29,7.6,126,29,3.96,33.48590181,126.4844014,905648.5024,1499802.546
225,6510000-S200300053,2019.2.20,,사용중,,세방아파트(지하주차장 1층),공공용시설,제주특별자치도 제주시 정존9길 32-3 (노형동),제주특별자치도 제주시 노형동 2523번지 10호,63103,지하,1458,1767,2023.4.17 11:41,I,2023.7.28 1:14,33,29,0.09,126,28,23.16,33.48339893,126.4731446,904599.9328,1499535.323
226,6510000-S199300001,2019.2.21,,사용중,,삼화아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 천수동로 2 (일도이동, 삼화아파트)",제주특별자치도 제주시 일도이동 371번지,63256,지하,1294,1568,2023.6.15 11:03,I,2023.7.28 1:14,33,30,33.44,126,32,35.35,33.50915684,126.5436674,911178.4209,1502328.666
227,6510000-S199400012,2019.2.21,,사용중,,신천지아파트103동(지하 1층),공공용시설,"제주특별자치도 제주시 천수로 72 (일도이동, 신천지아파트)",제주특별자치도 제주시 일도이동 47번지 1호,63258,지하,569.2,689,2023.4.11 11:58,I,2023.7.28 1:14,33,30,14.62,126,32,38.5,33.50505675,126.5437262,911179.6911,1501874.017
228,6510000-S199400015,2019.2.21,,사용중,,신천지아파트107동(지하 1층),공공용시설,"제주특별자치도 제주시 천수로 72 (일도이동, 신천지아파트)",제주특별자치도 제주시 일도이동 47번지 1호,63258,지하,569.2,689,2023.4.11 12:00,I,2023.7.28 1:14,33,30,17.71,126,32,39.95,33.50505675,126.5437262,911179.6911,1501874.017
229,6510000-S199400017,2019.2.21,,사용중,,신천지아파트109동(지하 1층),공공용시설,"제주특별자치도 제주시 천수로 72 (일도이동, 신천지아파트)",제주특별자치도 제주시 일도이동 47번지 1호,63258,지하,711,861,2023.4.11 12:01,I,2023.7.28 1:14,33,30,16.21,126,32,41.38,33.50505675,126.5437262,911179.6911,1501874.017
230,6510000-S199400021,2019.2.21,,사용중,,삼주아파트103(지하 1층),공공용시설,"제주특별자치도 제주시 천수로8길 18 (일도이동, 일도삼주아파트)",제주특별자치도 제주시 일도이동 47번지,63258,지하,596.2,722,2023.4.11 12:04,I,2023.7.28 1:14,33,30,12.98,126,32,35.62,33.5037831,126.542677,911080.9321,1501733.699
231,6510000-S199400022,2019.2.21,,사용중,,삼주아파트105(지하 1층),공공용시설,"제주특별자치도 제주시 천수로8길 18 (일도이동, 일도삼주아파트)",제주특별자치도 제주시 일도이동 47번지,63258,지하,596.2,722,2023.4.11 12:05,I,2023.7.28 1:14,33,30,12.34,126,32,36.33,33.5037831,126.542677,911080.9321,1501733.699
232,6510000-S199300003,2020.3.20,,사용중,,신산아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 고마로17길 11 (일도이동, 신산아파트)",제주특별자치도 제주시 일도이동 377번지 11호,63254,지하,1097.09,1329,2023.4.11 11:56,I,2023.7.28 1:14,33,30,21.88,126,32,31.13,33.50599188,126.5421237,911031.7955,1501979.073
233,6510000-S199400029,2020.3.17,,사용중,,동부교회(지하 1층),공공용시설,"제주특별자치도 제주시 고마로7길 11 (일도이동, 제주동부교회)",제주특별자치도 제주시 일도이동 159번지 1호,63252,지하,474.89,575,2023.4.11 12:06,I,2023.7.28 1:14,33,30,42.62,126,32,23.22,33.51153989,126.5398915,910830.1573,1502596.125
234,6510000-S199600001,2020.3.17,,사용중,,일도성환아파트 103동(지하 1층),공공용시설,"제주특별자치도 제주시 태성로 23 (일도이동, 일도성환아파트)",제주특별자치도 제주시 일도이동 113번지 3호,63262,지하,1107,1341,2023.4.11 12:08,I,2023.7.28 1:14,33,30,5.85,126,33,1.31,33.50097511,126.5488412,911650.6531,1501417.099
235,6510000-S198500004,2019.2.18,,사용중,,제주종합경기장야구장(지하 1층),공공용시설,"제주특별자치도 제주시 서광로2길 24, 야구장 (오라일동)",제주특별자치도 제주시 오라일동 1165 야구장,63189,지하,148.8,180,2023.6.14 9:41,I,2023.7.28 1:14,33,29,53.11,126,30,46.34,33.49808631,126.5128733,908306.5596,1501127.997
236,6510000-S199301003,1993.2.17,,사용중,한림읍,한림농협(지하 1층),공공용시설,제주특별자치도 제주시 한림읍 한림로4길 40,제주특별자치도 제주시 한림읍 1550번지 1호,63032,지하,362,438,2023.4.29 9:18,I,2023.7.28 1:14,33,24,34.11,126,15,48.01,33.40963141,126.2634026,885015.4335,1491568.493
237,6510000-S199401005,1994.3.27,,사용중,,김시호씨 소유 개인주택(지하주차장 1층),공공용시설,제주특별자치도 제주시 조천읍 신북로 509,제주특별자치도 제주시 조천읍 1252번지 2호,63333,지하,195.04,236,2023.4.29 10:12,I,2023.7.28 1:14,33,32,32.67,126,39,51.88,33.54235825,126.6644589,922427.1907,1505912.983
238,6510000-S199301005,1993.2.10,,사용중,,신흥빌라 주택(지하주차장 1층),공공용시설,제주특별자치도 제주시 조천읍 신촌3길 27 (신흥연립주택),제주특별자치도 제주시 조천읍 2221번지 3호,63337,지하,363,440,2023.4.29 10:03,I,2023.7.28 1:14,33,32,8.09,126,37,6,33.53560486,126.6182572,918131.2691,1505199.725
239,6510000-S199801001,1998.10.27,,사용중,,추자면사무소(지하 1층),공공용시설,제주특별자치도 제주시 추자면 추자로 26,제주특별자치도 제주시 추자면 19번지 1호,63000,지하,86.6,104,2023.4.29 10:46,I,2023.7.28 1:14,33,57,48.75,126,17,45.92,33.96368833,126.2961412,888775.8616,1552967.653
240,6510000-S199401008,1994.1.21,,사용중,,세오빌라(지하주차장 1층),공공용시설,"제주특별자치도 제주시 오도2길 4 (이호이동, 세오빌라)",제주특별자치도 제주시 이호이동 845번지 1호,63109,지하,267.77,324,2023.6.12 16:24,I,2023.7.28 1:14,33,29,38.12,126,27,34.43,33.49387199,126.4596335,903356.2623,1500709.028
241,6510000-S199301006,1993.12.23,,사용중,,운학연립주택(지하주차장 1층),공공용시설,"제주특별자치도 제주시 오도2길 32 (이호이동, 운학연립)",제주특별자치도 제주시 이호이동 1570번지 2호,63109,지하,271.08,328,2023.6.12 16:23,I,2023.7.28 1:14,33,29,36.02,126,27,24.71,33.49331079,126.4568874,903100.5363,1500649.365
242,6510000-S199301007,1993.5.12,,사용중,,창우연립 2동(지하주차장 1층),공공용시설,"제주특별자치도 제주시 오도4길 3 (이호이동, 창우빌라)",제주특별자치도 제주시 이호이동 930번지 8호,63109,지하,224,271,2023.6.12 16:23,I,2023.7.28 1:14,33,29,36.1,126,27,34.72,33.49343636,126.4596462,903356.9609,1500660.716
243,6510000-S200100004,2019.2.28,,사용중,,연동 동방아파트(지하 1층),공공용시설,"제주특별자치도 제주시 남녕로 28-4 (연동, 동방아파트)",제주특별자치도 제주시 연동 1956번지 1호,63128,지하,555.37,673,2023.4.13 11:16,I,2023.7.28 1:14,33,29,25.96,126,28,54.78,33.49066218,126.4819881,905429.4691,1500332.55
244,6510000-S200100008,2001.3.1,,사용중,,제주특별자치도제2청사(지하 1층),공공용시설,"제주특별자치도 제주시 문연로 30, 제주특별자치도청 (연동)",제주특별자치도 제주시 연동 322-1 제주특별자치도청,63121,지하,330.85,401,2023.5.22 17:31,I,2023.7.28 1:14,33,29,21.88,126,30,1.35,33.48941202,126.5003754,907136.3381,1500177.341
245,6510000-S200100012,2019.2.19,,사용중,,대림아파트(지하 1층),공공용시설,"제주특별자치도 제주시 성신로 9 (연동, 대림아파트)",제주특별자치도 제주시 연동 1964번지 1호,63127,지하,839.67,1017,2023.4.13 11:19,I,2023.7.28 1:14,33,29,25.67,126,29,9.11,33.49078453,126.485718,905776.1179,1500342.725
246,6510000-S200100014,2019.2.19,,사용중,,연동1차 이화아파트(지하 1층),공공용시설,"제주특별자치도 제주시 성신로 13-8 (연동, 연동이화아파트)",제주특별자치도 제주시 연동 1965번지 3호,63127,지하,1031.41,1250,2023.4.13 11:20,I,2023.7.28 1:14,33,29,27.28,126,29,5.54,33.49077977,126.48483,905693.612,1500343.003
247,6510000-S200100015,2019.2.25,,사용중,,정한아파트 가동(지하주차장 1층),공공용시설,"제주특별자치도 제주시 일주서로 7880 (연동, 정한아파트)",제주특별자치도 제주시 연동 2307번지 4호,63126,지하,677.69,821,2023.4.13 11:20,I,2023.7.28 1:14,33,29,36.79,126,29,18.43,33.49358615,126.4884685,906034.6659,1500650.863
248,6510000-S199701006,1997.1.1,,사용중,,제주특별자치도 고용복지플러스센터(지하주차장 3층),공공용시설,"제주특별자치도 제주시 중앙로 165 (이도일동, 제주특별자치도고용복지플러스센터)",제주특별자치도 제주시 이도일동 1292번지 3호,63197,지하,1286,1558,2023.4.29 13:57,I,2023.7.28 1:14,33,30,15.95,126,31,37.68,33.50422319,126.5268185,909608.3533,1501796.194
249,6510000-S198801004,2019.2.14,,사용중,,세진아파트(지하주차장 1층),공공용시설,제주특별자치도 제주시 평전2길 5 (삼도일동),제주특별자치도 제주시 삼도일동 520번지,63183,지하,3196,3873,2023.4.29 17:51,I,2023.7.28 1:14,33,30,2.55,126,31,8.14,33.50078073,126.5184647,908828.7862,1501421.817
250,6510000-S199501018,2019.2.21,,사용중,,메종글래드호텔(지하 1층),공공용시설,"제주특별자치도 제주시 노연로 80 (연동, 제주그랜드호텔)",제주특별자치도 제주시 연동 263번지 15호,63132,지하,1742.1,2111,2023.4.13 11:10,I,2023.7.28 1:14,33,29,4.52,126,29,19.01,33.48576231,126.4885457,906033.3819,1499783.321
251,6510000-S199501022,2019.2.28,,사용중,,한라병원(지하 1층),공공용시설,"제주특별자치도 제주시 도령로 65 (연동, 한라병원)",제주특별자치도 제주시 연동 1963번지 2호,63127,지하,1398.35,1694,2023.4.13 11:12,I,2023.7.28 1:14,33,29,23.4,126,29,6.57,33.48965662,126.4852791,905734.1221,1500218.065
252,6510000-S199501024,2019.2.27,,사용중,,제주썬호텔(지하주차장 1층),공공용시설,제주특별자치도 제주시 삼무로 67 (연동),제주특별자치도 제주시 연동 291번지 30호,63125,지하,1236.37,1498,2023.4.13 11:13,I,2023.7.28 1:14,33,29,24.22,126,29,38.21,33.48995372,126.493875,906533.0185,1500243.235
253,6510000-S199501025,2019.2.27,,사용중,,제주썬호텔(지하주차장 2층),공공용시설,제주특별자치도 제주시 삼무로 67 (연동),제주특별자치도 제주시 연동 291번지 30호,63125,지하,1603.31,1943,2023.4.13 11:14,I,2023.7.28 1:14,33,29,24.06,126,29,38.37,33.48995372,126.493875,906533.0185,1500243.235
254,6510000-S199501030,1995.6.1,,사용중,,제주특별자치도교육청(지하 1층),공공용시설,"제주특별자치도 제주시 문연로 5 (연동, 제주특별자치도교육청)",제주특별자치도 제주시 연동 311번지 46호,63119,지하,1223.15,1482,2023.4.13 11:15,I,2023.7.28 1:14,33,29,25.42,126,29,53.03,33.48985846,126.4978852,906905.4649,1500229.07
255,6510000-S200300055,2019.2.18,,사용중,,대림1차 이편한세상아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 국기로 14 (연동, 대림아파트)",제주특별자치도 제주시 연동 1399번지,63138,지하,2033.1,2464,2023.4.13 11:21,I,2023.7.28 1:14,33,28,50.6,126,29,16.5,33.4804968,126.4896662,906131.8088,1499198.491
256,6510000-S199600004,1996.1.1,,사용중,,한천초등학교(지하 1층),공공용시설,"제주특별자치도 제주시 남성로11길 22 (용담일동, 한천초등학교)",제주특별자치도 제주시 용담일동 254번지 1호,63174,지하,433.23,525,2021.12.31 13:21,I,2023.7.28 1:14,33,30,27.54,126,30,48.63,33.50690807,126.5125497,908285.8076,1502106.401
257,6510000-S199600007,1996.1.1,,사용중,,YMCA신협(지하주차장 1층),공공용시설,제주특별자치도 제주시 서사로 12-1 (용담일동),제주특별자치도 제주시 용담일동 155번지 11호,63154,지하,191.74,232,2021.12.31 13:22,I,2023.7.28 1:14,33,30,40.55,126,31,9.4,33.51127703,126.5193882,908925.5697,1502584.789
258,6510000-S199600012,1996.1.1,,사용중,,보성아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 용담로18길 11 (용담일동, 보성아파트)",제주특별자치도 제주시 용담일동 240번지 4호,63174,지하,258.22,312,2021.12.31 13:23,I,2023.7.28 1:14,33,30,31.65,126,30,50.93,33.50894639,126.5141486,908436.4688,1502330.989
259,6510000-S200400004,2004.12.30,,사용중,,제주특별자치도새마을회(지하주차장 1층),공공용시설,제주특별자치도 제주시 서광로 163 (용담일동),제주특별자치도 제주시 용담일동 2827번지 14호,63184,지하,366.72,444,2021.12.31 14:48,I,2023.7.28 1:14,33,30,1.33,126,30,50.05,33.50024055,126.5138997,908404.1747,1501365.944
260,6510000-S200400005,2004.12.30,,사용중,,용담새마을금고(지하주차장 1층),공공용시설,제주특별자치도 제주시 용담로 128 (용담일동),제주특별자치도 제주시 용담일동 231번지 9호,63174,지하,360.28,436,2021.12.31 14:48,I,2023.7.28 1:14,33,30,34.37,126,30,53.18,33.50961843,126.514866,908503.8037,1502404.869
261,6510000-S199700003,1997.1.1,,사용중,,교보빌딩(지하주차장 1층),공공용시설,"제주특별자치도 제주시 전농로 118 (이도일동, 교보빌딩)",제주특별자치도 제주시 이도일동 1689번지 1호,63198,지하,1503,1821,2023.4.29 13:55,I,2023.7.28 1:14,33,30,16.28,126,31,33.78,33.5045796,126.5259327,909526.4389,1501836.483
262,6510000-S199700007,1997.1.1,,사용중,,삼성1차 미화아파트(지하주차장 1층),공공용시설,제주특별자치도 제주시 오현길 21 (이도일동),제주특별자치도 제주시 이도일동 1695번지 9호,63194,지하,276,334,2023.4.29 13:46,I,2023.7.28 1:14,33,30,25.98,126,31,36.87,33.50708861,126.5270916,909636.6951,1502113.661
263,6510000-S199700008,1997.1.1,,사용중,,KT 제주사업단(지하주차장 1층),공공용시설,"제주특별자치도 제주시 전농로 114 (이도일동, 올래케이티)",제주특별자치도 제주시 이도일동 1643번지 1호,63199,지하,3291,3989,2023.4.29 13:53,I,2023.7.28 1:14,33,30,14.23,126,31,30.86,33.50427935,126.5254583,909482.0649,1501803.606
264,6510000-S200500003,2005.10.20,,사용중,,일우한란아파트(지하주차장 1층),공공용시설,제주특별자치도 제주시 도근내길 2 (외도일동),제주특별자치도 제주시 외도일동 426번지 1호,63070,지하,532.2,645,2023.9.8 10:58,U,2023.9.10 2:40,33,29,32.61,126,25,53.07,33.49270574,126.4312766,900720.6338,1500606.479
265,6510000-S200500006,2005.10.20,,사용중,,외도2차 부영아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 우평로 318 (외도일동, 부영아파트)",제주특별자치도 제주시 외도일동 560번지 2호,63070,지하,13290,16109,2023.9.8 10:57,U,2023.9.10 2:40,33,29,5.92,126,26,0.67,33.48418746,126.4327668,900849.3663,1499660.578
266,6510000-S200600002,2006.6.27,,사용중,,중앙지하상가(지하 1층),공공용시설,제주특별자치도 제주시 중앙로 지하 60 (일도일동),제주특별자치도 제주시 일도일동 1425번지 3호,63168,지하,3384,4101,2023.3.28 10:20,I,2023.7.28 1:14,33,30,47.33,126,31,28.73,33.51303015,126.5243657,909389.7023,1502774.809
267,6510000-S200600003,2006.6.27,,사용중,,비버리힐(지하주차장 1층),공공용시설,제주특별자치도 제주시 관덕로11길 17 (일도일동),제주특별자치도 제주시 일도일동 1298번지 28호,63277,지하,409.92,496,2023.3.28 10:19,I,2023.7.28 1:14,33,30,52.77,126,31,30.79,33.51466405,126.5253762,909485.2542,1502955.087
268,6510000-S201000004,2019.2.14,,사용중,,365 미클리닉(지하주차장 1층),공공용시설,제주특별자치도 제주시 서사로 137 (삼도일동),제주특별자치도 제주시 삼도일동 535번지 16호,63182,지하,221,267,2023.4.29 17:59,I,2023.7.28 1:14,33,30,0.55,126,31,12.19,33.50010353,126.5200075,908971.3858,1501345.378
269,6510000-S201000005,2019.2.14,,사용중,,농협서광로지점(지하주차장 1층),공공용시설,제주특별자치도 제주시 서광로 220 (삼도일동),제주특별자치도 제주시 삼도일동 570번지,63186,지하,477,578,2023.4.29 18:01,I,2023.7.28 1:14,33,29,58.47,126,31,12.29,33.49965667,126.5201014,908979.6467,1501295.75
270,6510000-S201000009,2019.2.21,,사용중,,노형동 주민센터(지하 1층),공공용시설,"제주특별자치도 제주시 노형9길 9-4 (노형동, 노형동주민센터)",제주특별자치도 제주시 노형동 3793번지 1호,63083,지하,230.4,279,2023.4.17 11:44,I,2023.7.28 1:14,33,28,58.38,126,28,37.21,33.48333656,126.4772241,904978.8841,1499524.667
271,6510000-S201100010,2019.2.19,,사용중,,연동태홍누리안3차아파트(지하주차장 1층~2층),공공용시설,"제주특별자치도 제주시 삼무로 15 (연동, 연동태홍누리안3차아파트)",제주특별자치도 제주시 연동 260번지 39호,63125,지하,1638.68,1986,2023.4.13 11:27,I,2023.7.28 1:14,33,29,24.61,126,29,18.15,33.49016073,126.4883452,906019.5092,1500271.179
272,6510000-S201100012,2019.2.21,,사용중,,제주코아호텔(지하주차장 1층),공공용시설,"제주특별자치도 제주시 신대로 148 (연동, 제주코아호텔)",제주특별자치도 제주시 연동 304번지 13호,63133,지하,634.64,769,2023.4.13 11:28,I,2023.7.28 1:14,33,29,2.65,126,29,45.83,33.48403568,126.4960846,906731.9503,1499585.082
273,6510000-S201100014,2019.2.22,,사용중,,건설공제조합 제주지점(지하주차장 1층~2층),공공용시설,"제주특별자치도 제주시 신대로 64, 건설회관 (연동)",제주특별자치도 제주시 연동 301-1 건설회관,63125,지하,1714.03,2077,2023.5.22 17:35,I,2023.7.28 1:14,33,29,29.88,126,29,46.3,33.49167161,126.4963514,906764.9195,1500431.481
274,6510000-S201100015,2019.2.28,,사용중,,현일센트럴파크뷰아파트(지하주차장 2층),공공용시설,"제주특별자치도 제주시 신대로 72 (연동, 현일센츄럴파크뷰)",제주특별자치도 제주시 연동 301번지 7호,63125,지하,780.08,945,2023.4.13 11:37,I,2023.7.28 1:14,33,29,27.56,126,29,46.25,33.49092902,126.4963894,906767.6498,1500349.111
275,6510000-S201100020,2019.2.26,,사용중,,동서연동타워(지하주차장 1층~2층),공공용시설,"제주특별자치도 제주시 연동1길 3 (연동, 동서연동타워)",제주특별자치도 제주시 연동 251번지 7호,63129,지하,992.84,1203,2023.5.6 10:09,I,2023.7.28 1:14,33,29,22.39,126,29,12.87,33.48958688,126.4868511,905880.0858,1500208.906
276,6510000-S201100024,2019.2.28,,사용중,,현암노블레스빌아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 신대로18길 22 (연동, 현암노블레스빌아파트)",제주특별자치도 제주시 연동 294번지 107호,63133,지하,267.37,324,2023.4.13 11:44,I,2023.7.28 1:14,33,29,5.31,126,29,38.64,33.48478971,126.4939913,906538.2749,1499670.568
277,6510000-S201100026,2019.2.28,,사용중,,진호뉴캐슬아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 도령로 111 (연동, 진호뉴캐슬)",제주특별자치도 제주시 연동 2331번지 7호,63126,지하,578.86,701,2023.4.13 11:45,I,2023.7.28 1:14,33,29,31.23,126,29,20.91,33.49193407,126.4892575,906106.1759,1500466.974
278,6510000-S201100029,2019.3.4,,사용중,,연동2차미화주택(지하주차장 1층),공공용시설,"제주특별자치도 제주시 선덕로8길 20 (연동, 연동2차미화주택)",제주특별자치도 제주시 연동 326번지 2호,63134,지하,763.42,925,2023.4.13 11:48,I,2023.7.28 1:14,33,29,1.83,126,30,2.61,33.48372629,126.5008745,907176.6386,1499546.486
279,6510000-S201100031,2011.6.16,,사용중,,대성연립(지하주차장 1층),공공용시설,"제주특별자치도 제주시 오도길 39 (이호이동, 대성연립)",제주특별자치도 제주시 이호이동 940번지,63109,지하,336.46,407,2023.6.12 16:24,I,2023.7.28 1:14,33,29,29.44,126,27,36.25,33.49157734,126.4600595,903393.2884,1500454.21
280,6510000-S201000010,2010.12.1,,사용중,,이호동주민센터(지하 1층),공공용시설,"제주특별자치도 제주시 백포서길 9 (이호일동, 이호동주민센터)",제주특별자치도 제주시 이호일동 455번지 4호,63108,지하,77.08,93,2023.6.12 16:24,I,2023.7.28 1:14,33,29,59.58,126,27,29.55,33.49988203,126.4582077,903230.4992,1501376.727
281,6510000-S201100034,2019.3.4,,사용중,,부영1차아파트(지하주차장 1층),공공용시설,제주특별자치도 제주시 원노형로 93 (노형동),제주특별자치도 제주시 노형동 732번지,63085,지하,2512,3044,2023.4.17 12:08,I,2023.7.28 1:14,33,28,49.56,126,29,5.68,33.48017305,126.4848593,905684.8378,1499166.95
282,6510000-S201100035,2019.2.20,,사용중,,정든마을3단지(지하주차장 1층),공공용시설,제주특별자치도 제주시 정존11길 68 (노형동),제주특별자치도 제주시 노형동 2582번지 2호,63100,지하,3539.02,4289,2023.4.17 12:10,I,2023.7.28 1:14,33,29,21.19,126,28,19.11,33.48872831,126.4721371,904512.1784,1500127.148
283,6510000-S201100051,2019.2.26,,사용중,,하귀휴먼시아아파트2단지(지하주차장 1층),공공용시설,제주특별자치도 제주시 애월읍 하귀9길 71 (제주하귀휴먼시아2단지),제주특별자치도 제주시 애월읍 166번지 1호,63052,지하,8163.8,9895,2023.6.16 14:58,I,2023.7.28 1:14,33,28,49.28,126,24,54.49,33.48090831,126.414667,899163.9307,1499314.427
284,6510000-S201100052,2019.2.7,,사용중,,제주삼화휴먼시아1단지(지하주차장 1층),공공용시설,"제주특별자치도 제주시 화삼북로2길 12 (화북일동, 삼화휴먼시아1단지)",제주특별자치도 제주시 화북일동 1002번지 1호,63303,지하,22724,27544,2023.6.15 16:28,I,2023.7.28 1:14,33,31,0.7,126,34,28.06,33.51605186,126.5762942,914215.619,1503065.7
285,6510000-S198701005,1998.1.1,,사용중,,우일아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 만덕로3길 19 (건입동, 우일아파트)",제주특별자치도 제주시 건입동 1004번지 4호,63279,지하,741,898,2022.1.6 14:37,I,2023.7.28 1:14,33,30,57.92,126,31,59.55,33.51591158,126.5331139,910205.184,1503086.684
286,6510000-S199201019,1992.6.10,,사용중,,대일아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 지석4길 16 (삼양이동, 대일아파트)",제주특별자치도 제주시 삼양이동 2146번지 3호,63321,지하,297,360,2021.12.31 12:30,I,2023.7.28 1:14,33,31,11.76,126,34,45.8,33.519971,126.579686,914534.4813,1503497.435
287,6510000-S199901006,1999.1.1,,사용중,,수협수산물 종합판매장(지하주차장 1층),공공용시설,"제주특별자치도 제주시 임항로 37 (건입동, 제주시수산업협동조합)",제주특별자치도 제주시 건입동 1448번지,63276,지하,478.6,580,2021.12.31 14:33,I,2023.7.28 1:14,33,31,0.46,126,31,43.02,33.51671708,126.5286757,909793.8269,1503179.844
288,6510000-S199601006,1996.1.1,,사용중,,도두동주민센터(지하 1층),공공용시설,"제주특별자치도 제주시 도두1길 9-1, 지하1층 (도두일동)",제주특별자치도 제주시 도두일동 1987-1,63112,지하,49,59,2023.6.22 8:45,I,2023.7.28 1:14,33,30,10.41,126,28,5.72,33.50300363,126.468313,904172.6331,1501713.462
289,6510000-S201200001,2012.11.9,,사용중,,극동오벨리스크(지하주차장 1층),공공용시설,"제주특별자치도 제주시 서광로29길 38 (이도일동, 극동오벨리스크)",제주특별자치도 제주시 이도일동 1688번지 9호,63198,지하,563.5,683,2023.4.29 13:58,I,2023.7.28 1:14,33,30,13,126,31,34.79,33.503527,126.526154,909545.9069,1501719.582
290,6510000-S201200002,2012.11.9,,사용중,,제주도유림문화원(지하주차장 1층),공공용시설,"제주특별자치도 제주시 광양2길 35 (이도일동, 제주유림문화원)",제주특별자치도 제주시 이도일동 1688번지 7호,63198,지하,412.74,500,2023.4.29 14:00,I,2023.7.28 1:14,33,30,12.49,126,31,35.94,33.50345426,126.5267145,909597.8933,1501711.029
291,6510000-S199101009,2019.2.22,,사용중,,용두암1차현대아파트 104동(지하 1층),공공용시설,제주특별자치도 제주시 용담로5길 25 (용담삼동),제주특별자치도 제주시 용담삼동 505번지,63151,지하,920,1115,2021.12.31 12:19,I,2023.7.28 1:14,33,30,54.59,126,30,27.84,33.51522534,126.5082854,907898.5408,1503032.361
292,6510000-S198801019,2019.2.7,,사용중,,하이제주(지하 1층),공공용시설,제주특별자치도 제주시 선반남2길 29 (화북일동),제주특별자치도 제주시 화북일동 2152번지 6호,63297,지하,121.9,147,2023.6.15 14:03,I,2023.7.28 1:14,33,30,45.47,126,33,45.51,33.51238134,126.5626335,912943.2273,1502670.109
293,6510000-S199301008,2019.2.7,,사용중,,화북교회(지하 1층),공공용시설,"제주특별자치도 제주시 진남로6길 31 (화북일동, 화북교회)",제주특별자치도 제주시 화북일동 1957번지 5호,63291,지하,181.2,219,2023.6.15 15:46,I,2023.7.28 1:14,33,31,17.39,126,33,55.36,33.5215487,126.56553,913221.4076,1503684.115
294,6510000-S199301010,2019.2.7,,사용중,,청우빌라(지하주차장 1층),공공용시설,"제주특별자치도 제주시 일주동로 213 (화북일동, 청우빌라)",제주특별자치도 제주시 화북일동 1994번지 9호,63289,지하,282.1,341,2021.12.31 12:36,I,2023.7.28 1:14,33,31,9.36,126,34,5.43,33.51913403,126.5682776,913474.1563,1503414.093
295,6510000-S199801003,2019.2.7,,사용중,,화북1아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 동화로1길 11 (화북일동, 화북1아파트)",제주특별자치도 제주시 화북일동 10번지 1호,63302,지하,3966.9,4808,2023.5.1 12:47,I,2023.7.28 1:14,33,31,12.74,126,34,26.23,33.5196139,126.5743957,914042.825,1503462.212
296,6510000-S199801004,2019.2.7,,사용중,,화북2아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 동화로1길 39 (화북일동, 화북2아파트)",제주특별자치도 제주시 화북일동 9번지 1호,63302,지하,3966.9,4808,2023.6.15 16:23,I,2023.7.28 1:14,33,31,8.18,126,34,36.08,33.51905837,126.5770685,914290.4916,1503398.407
297,6510000-S199801005,2019.2.7,,사용중,,화북3아파트(지하주차장 1층),공공용시설,"제주특별자치도 제주시 동화로1길 35 (화북일동, 화북3아파트)",제주특별자치도 제주시 화북일동 9번지 1호,63302,지하,3966.9,4808,2023.6.15 16:26,I,2023.7.28 1:14,33,31,12.73,126,34,36.32,33.51958281,126.5769441,914279.4543,1503456.657
