개방서비스명,좌표정보(x),좌표정보(y),주소
농어촌민박업,189764.9448,1700.594399,구좌읍
농어촌민박업,186958.216,1980.021822,구좌읍
농어촌민박업,190949.6812,-173.3663419,구좌읍
농어촌민박업,180793.0495,6565.646284,구좌읍
농어촌민박업,187265.2742,2617.461413,구좌읍
농어촌민박업,137868.8988,-8004.550655,애월읍
농어촌민박업,190620.5057,-1190.1281,구좌읍
농어촌민박업,147533.0307,-3631.175297,애월읍
농어촌민박업,147877.1114,-4502.28332,애월읍
농어촌민박업,181462.0647,6595.693414,구좌읍
농어촌민박업,182228.7953,6452.949229,구좌읍
농어촌민박업,176318.5338,6887.501726,구좌읍
농어촌민박업,180585.7876,6684.295658,구좌읍
농어촌민박업,179773.9822,-2796.410716,구좌읍
농어촌민박업,180802.9654,6676.669529,구좌읍
농어촌민박업,185312.3858,3981.589307,구좌읍
농어촌민박업,190162.8804,2466.213189,구좌읍
농어촌민박업,190055.6191,3183.144378,구좌읍
농어촌민박업,190620.5057,-1190.1281,구좌읍
농어촌민박업,184990.9503,4435.3436,구좌읍
농어촌민박업,183341.3414,3985.820595,구좌읍
농어촌민박업,183341.3414,3985.820595,구좌읍
농어촌민박업,180688.4725,6624.405109,구좌읍
농어촌민박업,187858.3103,3543.653764,구좌읍
농어촌민박업,182603.3682,-431.5804071,구좌읍
농어촌민박업,189058.6174,2822.769945,구좌읍
농어촌민박업,185004.2948,4303.223588,구좌읍
농어촌민박업,140525.01,-8167.093901,애월읍
농어촌민박업,135672.5973,-5396.306466,애월읍
농어촌민박업,147728.3746,-3860.543176,애월읍
농어촌민박업,138316.8495,-3296.637567,애월읍
농어촌민박업,140863.4736,-2267.528729,애월읍
농어촌민박업,173234.5725,6230.389104,구좌읍
농어촌민박업,187262.8614,2660.014939,구좌읍
농어촌민박업,182639.2604,-583.3880032,구좌읍
농어촌민박업,190620.5057,-1190.1281,구좌읍
농어촌민박업,180026.2414,1169.188481,구좌읍
농어촌민박업,180545.7829,6701.270183,구좌읍
농어촌민박업,186732.0132,2961.599283,구좌읍
농어촌민박업,189963.6588,2915.813957,구좌읍
농어촌민박업,174179.3111,5992.687057,구좌읍
농어촌민박업,176614.1866,6768.859105,구좌읍
농어촌민박업,186373.4371,3412.452948,구좌읍
농어촌민박업,180952.0268,6542.45655,구좌읍
농어촌민박업,187730.7126,3448.68026,구좌읍
농어촌민박업,184828.4605,4552.043687,구좌읍
농어촌민박업,181103.1538,6421.01859,구좌읍
농어촌민박업,181014.6005,6331.411415,구좌읍
농어촌민박업,190089.9921,2866.084465,구좌읍
농어촌민박업,180651.0115,6837.42321,구좌읍
농어촌민박업,184884.9375,4283.404157,구좌읍
농어촌민박업,185455.9165,2936.922469,구좌읍
농어촌민박업,179194.7722,-2824.205717,구좌읍
농어촌민박업,186905.0078,1824.171353,구좌읍
농어촌민박업,182217.6414,6483.965791,구좌읍
농어촌민박업,134956.3751,-5229.444744,애월읍
농어촌민박업,146798.2017,-5162.837281,애월읍
농어촌민박업,136105.5095,-3413.958036,애월읍
농어촌민박업,137630.189,-6509.578399,애월읍
농어촌민박업,138049.3705,-4113.729594,애월읍
농어촌민박업,145126.6055,-3769.706661,애월읍
농어촌민박업,137329.9659,-8444.764407,애월읍
농어촌민박업,142277.6248,-6075.853566,애월읍
농어촌민박업,140407.6879,-2041.837598,애월읍
농어촌민박업,178487.7259,-3085.916185,구좌읍
농어촌민박업,181797.0475,6677.235333,구좌읍
농어촌민박업,183922.4198,1655.125838,구좌읍
농어촌민박업,182668.9786,-1647.731511,구좌읍
농어촌민박업,174915.9059,5607.061862,구좌읍
농어촌민박업,186719.5535,2704.116031,구좌읍
농어촌민박업,190162.8804,2466.213189,구좌읍
농어촌민박업,187320.0758,3182.806411,구좌읍
농어촌민박업,187645.3531,2212.027254,구좌읍
농어촌민박업,179795.7927,-3478.943348,구좌읍
농어촌민박업,183643.8675,2175.386432,구좌읍
농어촌민박업,183665.2172,2169.478757,구좌읍
농어촌민박업,187508.4646,3077.10134,구좌읍
농어촌민박업,141815.285,-1682.896715,애월읍
농어촌민박업,142220.4798,-1477.926565,애월읍
농어촌민박업,180982.0902,6239.485439,구좌읍
농어촌민박업,141057.7963,-3685.456212,애월읍
농어촌민박업,183780.7774,4294.418693,구좌읍
농어촌민박업,141914.312,-2226.894326,애월읍
농어촌민박업,142091.3859,-1221.658497,애월읍
농어촌민박업,180277.6716,6571.148838,구좌읍
농어촌민박업,177463.6047,-8294.083534,구좌읍
농어촌민박업,141894.5824,-2685.099362,애월읍
농어촌민박업,189386.6875,2629.921711,구좌읍
농어촌민박업,180049.8966,-2782.67221,구좌읍
농어촌민박업,180169.4974,3521.282003,구좌읍
농어촌민박업,189328.8125,1523.343931,구좌읍
농어촌민박업,138923.1609,-7892.97499,애월읍
농어촌민박업,187240.4814,1875.784942,구좌읍
농어촌민박업,183611.9507,4620.121074,구좌읍
농어촌민박업,190620.5057,-1190.1281,구좌읍
농어촌민박업,185410.9028,3856.0923,구좌읍
농어촌민박업,182016.7934,6664.529555,구좌읍
농어촌민박업,187484.941,2704.547603,구좌읍
농어촌민박업,142563.5028,-5210.044004,애월읍
농어촌민박업,143720.9678,-4758.057487,애월읍
농어촌민박업,144109.2406,-2420.449226,애월읍
농어촌민박업,148408.767,-3470.632637,애월읍
농어촌민박업,135978.0346,-7386.024692,애월읍
농어촌민박업,180585.7876,6684.295658,구좌읍
농어촌민박업,180585.7876,6684.295658,구좌읍
농어촌민박업,184676.9447,4561.598114,구좌읍
농어촌민박업,189691.4131,2763.217837,구좌읍
농어촌민박업,188419.612,1340.988605,구좌읍
농어촌민박업,182492.5485,-128.3351645,구좌읍
농어촌민박업,180889.989,6339.267081,구좌읍
농어촌민박업,173886.2336,6343.302285,구좌읍
농어촌민박업,142732.2975,-2859.378144,애월읍
농어촌민박업,135922.9163,-5641.66952,애월읍
농어촌민박업,183840.8467,4393.47905,구좌읍
농어촌민박업,191374.5018,-617.9622274,구좌읍
농어촌민박업,191325.707,-573.3957099,구좌읍
농어촌민박업,134908.2748,-5153.634134,애월읍
농어촌민박업,181799.7945,5711.149798,구좌읍
농어촌민박업,179280.0609,1574.372935,구좌읍
농어촌민박업,186856.2201,3090.128404,구좌읍
농어촌민박업,180784.5345,6605.723597,구좌읍
농어촌민박업,191456.6639,-313.9630242,구좌읍
농어촌민박업,173256.9963,6051.289449,구좌읍
농어촌민박업,185284.7026,3972.626928,구좌읍
농어촌민박업,189657.3967,3306.843955,구좌읍
농어촌민박업,184822.92,4488.545724,구좌읍
농어촌민박업,182639.2604,-583.3880032,구좌읍
농어촌민박업,180728.7859,6541.244639,구좌읍
농어촌민박업,186814.6261,2034.356747,구좌읍
농어촌민박업,191560.3228,44.21411029,구좌읍
농어촌민박업,186970.5944,3053.036147,구좌읍
농어촌민박업,182181.7958,6229.02982,구좌읍
농어촌민박업,184990.7915,3482.403092,구좌읍
농어촌민박업,187522.5708,2283.971365,구좌읍
농어촌민박업,180906.8544,6417.506647,구좌읍
농어촌민박업,143311.7152,-2590.920378,애월읍
농어촌민박업,190173.4038,-393.8340104,구좌읍
농어촌민박업,181161.9854,6495.17344,구좌읍
농어촌민박업,186655.4163,2534.604094,구좌읍
농어촌민박업,147083.0886,-3819.305901,애월읍
농어촌민박업,145969.4428,-564.71821,애월읍
농어촌민박업,191325.707,-573.3957099,구좌읍
농어촌민박업,189114.5714,502.8930695,구좌읍
농어촌민박업,190541.2622,-191.2900199,구좌읍
농어촌민박업,176052.9065,6486.26077,구좌읍
농어촌민박업,183513.8084,4302.183575,구좌읍
농어촌민박업,184561.6018,2747.134315,구좌읍
농어촌민박업,181018.1846,6554.319443,구좌읍
농어촌민박업,185689.317,3976.185439,구좌읍
농어촌민박업,176839.2328,6757.324168,구좌읍
농어촌민박업,187340.6335,3043.252436,구좌읍
농어촌민박업,180681.0637,6806.196335,구좌읍
농어촌민박업,189127.8471,2449.78502,구좌읍
농어촌민박업,180688.0499,6894.848756,구좌읍
농어촌민박업,184739.2404,4668.991318,구좌읍
농어촌민박업,180567.5127,6486.059313,구좌읍
농어촌민박업,182097.6087,6581.157631,구좌읍
농어촌민박업,177246.8309,6647.508355,구좌읍
농어촌민박업,177197.2371,6192.626401,구좌읍
농어촌민박업,182639.2604,-583.3880032,구좌읍
농어촌민박업,183874.0283,4412.796631,구좌읍
농어촌민박업,181036.1525,3903.115144,구좌읍
농어촌민박업,184558.4216,4550.558633,구좌읍
농어촌민박업,190027.8753,1616.311973,구좌읍
농어촌민박업,181876.8704,6606.287871,구좌읍
농어촌민박업,138004.8414,-5310.597189,애월읍
농어촌민박업,141780.2403,-1606.36061,애월읍
농어촌민박업,139310.146,-2518.50171,애월읍
농어촌민박업,137903.0395,-6326.386777,애월읍
농어촌민박업,143753.4241,-5061.233585,애월읍
농어촌민박업,138132.6539,-3898.967751,애월읍
농어촌민박업,140416.6685,-11029.20231,애월읍
농어촌민박업,143584.3456,-7552.399176,애월읍
농어촌민박업,144648.9956,-3311.808839,애월읍
농어촌민박업,142525.0141,-1968.580425,애월읍
농어촌민박업,146876.4777,-5223.964499,애월읍
농어촌민박업,143589.0627,-1163.697867,애월읍
농어촌민박업,178737.708,5787.968606,구좌읍
농어촌민박업,189329.2146,1548.987465,구좌읍
농어촌민박업,176751.533,6420.293407,구좌읍
농어촌민박업,179757.939,-2984.030516,구좌읍
농어촌민박업,176344.8112,6774.201607,구좌읍
농어촌민박업,181922.9343,126.4057438,구좌읍
농어촌민박업,182984.0903,4431.298183,구좌읍
농어촌민박업,178592.8764,6123.398243,구좌읍
농어촌민박업,187577.805,2767.041411,구좌읍
농어촌민박업,139424.071,-6039.105277,애월읍
농어촌민박업,142286.6734,-6158.42768,애월읍
농어촌민박업,136398.3378,-5775.675814,애월읍
농어촌민박업,143206.8286,-4147.378492,애월읍
농어촌민박업,189305.3879,2604.325431,구좌읍
농어촌민박업,180824.7064,6572.070939,구좌읍
농어촌민박업,181907.1803,109.9381458,구좌읍
농어촌민박업,181910.1518,127.2893615,구좌읍
농어촌민박업,183311.258,4361.294949,구좌읍
농어촌민박업,189976.3793,1507.99895,구좌읍
농어촌민박업,183196.8132,4044.977238,구좌읍
농어촌민박업,175788.7528,5406.940888,구좌읍
농어촌민박업,180789.3387,6449.029457,구좌읍
농어촌민박업,187667.6774,2197.844129,구좌읍
농어촌민박업,183965.0537,3374.045693,구좌읍
농어촌민박업,179976.1744,1119.181209,구좌읍
농어촌민박업,176279.835,6805.758122,구좌읍
농어촌민박업,182603.3682,-431.5804071,구좌읍
농어촌민박업,184491.8407,4762.553891,구좌읍
농어촌민박업,179339.9755,1894.968,구좌읍
농어촌민박업,190162.8804,2466.213189,구좌읍
농어촌민박업,180889.989,6339.267081,구좌읍
농어촌민박업,184822.92,4488.545724,구좌읍
농어촌민박업,190620.5057,-1190.1281,구좌읍
농어촌민박업,177073.0693,6259.141264,구좌읍
농어촌민박업,186982.354,3028.132529,구좌읍
농어촌민박업,180731.4931,6717.042406,구좌읍
농어촌민박업,190584.4588,-442.4735576,구좌읍
농어촌민박업,181719.2354,6683.787601,구좌읍
농어촌민박업,173360.306,6272.878887,구좌읍
농어촌민박업,189099.3154,510.0378277,구좌읍
농어촌민박업,184682.489,3576.184429,구좌읍
농어촌민박업,185705.462,2793.443263,구좌읍
농어촌민박업,187042.7589,3105.486304,구좌읍
농어촌민박업,180734.9881,6870.936589,구좌읍
농어촌민박업,186373.4198,3148.701324,구좌읍
농어촌민박업,177035.6182,6804.191989,구좌읍
농어촌민박업,183901.9741,4898.385062,구좌읍
농어촌민박업,190726.9745,-242.0678135,구좌읍
농어촌민박업,181981.0025,6154.082773,구좌읍
농어촌민박업,181430.2514,6310.938635,구좌읍
농어촌민박업,139389.7908,-2737.566321,애월읍
농어촌민박업,141780.2403,-1606.36061,애월읍
농어촌민박업,187011.1688,2858.61791,구좌읍
농어촌민박업,176502.3635,6249.872443,구좌읍
농어촌민박업,180994.4498,6566.750087,구좌읍
농어촌민박업,182182.0548,6304.739677,구좌읍
농어촌민박업,173243.14,6210.017899,구좌읍
농어촌민박업,182071.835,-111.1290548,구좌읍
농어촌민박업,176232.5236,-1300.741863,구좌읍
농어촌민박업,190621.4092,1389.689835,구좌읍
농어촌민박업,183695.4125,4259.391201,구좌읍
농어촌민박업,187217.046,3215.208597,구좌읍
농어촌민박업,183696.129,6620.699932,구좌읍
농어촌민박업,175998.561,5809.54616,구좌읍
농어촌민박업,175998.561,5809.54616,구좌읍
농어촌민박업,184670.5782,4794.013593,구좌읍
농어촌민박업,190620.0686,-553.1532472,구좌읍
농어촌민박업,180909.276,6548.776998,구좌읍
농어촌민박업,177138.4924,6777.330756,구좌읍
농어촌민박업,186044.4958,3258.930868,구좌읍
농어촌민박업,182022.8305,6278.022143,구좌읍
농어촌민박업,184950.8504,4372.052819,구좌읍
농어촌민박업,187498.0014,2309.286126,구좌읍
농어촌민박업,140822.8328,-1900.16915,애월읍
농어촌민박업,185440.6829,2901.003284,구좌읍
농어촌민박업,147805.9301,-3973.079239,애월읍
농어촌민박업,140642.6281,-3630.767757,애월읍
농어촌민박업,138209.4055,-6274.606707,애월읍
농어촌민박업,144588.8148,-7705.165108,애월읍
농어촌민박업,146323.9178,-3418.217022,애월읍
농어촌민박업,136414.9167,-7703.151198,애월읍
농어촌민박업,136443.8439,-7697.399057,애월읍
농어촌민박업,182516.9575,-475.2797994,구좌읍
농어촌민박업,180590.5352,6217.351941,구좌읍
농어촌민박업,189328.8125,1523.343931,구좌읍
농어촌민박업,180731.1787,3939.67353,구좌읍
농어촌민박업,176620.3294,6556.469464,구좌읍
농어촌민박업,183688.1445,4426.184319,구좌읍
농어촌민박업,185667.7155,3987.001868,구좌읍
농어촌민박업,187306.9279,1734.137722,구좌읍
농어촌민박업,181107.9599,6444.190425,구좌읍
농어촌민박업,180821.7382,-2756.26799,구좌읍
농어촌민박업,180826.6949,6727.919378,구좌읍
농어촌민박업,176402.0886,6435.883462,구좌읍
농어촌민박업,187124.4002,3017.808563,구좌읍
농어촌민박업,182026.8104,6366.376953,구좌읍
농어촌민박업,139587.2032,-2716.898296,애월읍
농어촌민박업,190722.128,-294.9810815,구좌읍
농어촌민박업,173259.2819,6361.509578,구좌읍
농어촌민박업,189600.4594,2141.504602,구좌읍
농어촌민박업,179590.8053,-2713.976058,구좌읍
농어촌민박업,190835.937,-75.84528749,구좌읍
농어촌민박업,138049.3705,-4113.729594,애월읍
농어촌민박업,145394.232,-2773.41224,애월읍
농어촌민박업,145394.232,-2773.41224,애월읍
농어촌민박업,143321.263,-4899.967032,애월읍
농어촌민박업,146599.2606,-5211.295463,애월읍
농어촌민박업,141557.9307,-2005.922857,애월읍
농어촌민박업,135572.3199,-4828.572127,애월읍
농어촌민박업,139571.3312,-2664.637259,애월읍
농어촌민박업,142910.9774,-16388.30029,애월읍
농어촌민박업,140385.9275,-2093.659941,애월읍
농어촌민박업,173049.0216,6375.847104,구좌읍
농어촌민박업,143801.8009,-1225.823784,애월읍
농어촌민박업,142272.6741,-6793.827619,애월읍
농어촌민박업,145740.1754,-681.4777302,애월읍
농어촌민박업,140285.9641,-2792.028707,애월읍
농어촌민박업,190388.7449,2392.996551,구좌읍
농어촌민박업,181494.7762,6312.179183,구좌읍
농어촌민박업,135680.0301,-5019.911564,애월읍
농어촌민박업,136464.6695,-3580.93302,애월읍
농어촌민박업,139808.6907,-2089.647971,애월읍
농어촌민박업,147055.8139,-4248.533816,애월읍
농어촌민박업,137609.2411,-8421.956965,애월읍
농어촌민박업,141385.441,-2259.38117,애월읍
농어촌민박업,146951.55,-3917.739487,애월읍
농어촌민박업,143896.9965,-5437.57311,애월읍
농어촌민박업,148183.4755,-4575.988364,애월읍
농어촌민박업,144859.7981,-3056.999696,애월읍
농어촌민박업,176341.1065,-1302.539802,구좌읍
농어촌민박업,191738.3798,502.0804836,구좌읍
농어촌민박업,185021.4719,4113.985311,구좌읍
농어촌민박업,181852.3777,6577.940338,구좌읍
농어촌민박업,178655.4894,519.5539401,구좌읍
농어촌민박업,142302.6419,-6281.77564,애월읍
농어촌민박업,176634.9633,6562.496833,구좌읍
농어촌민박업,135807.3236,-5631.225284,애월읍
농어촌민박업,190623.0832,1434.266995,구좌읍
농어촌민박업,185400.0668,3674.87663,구좌읍
농어촌민박업,172951.4067,5949.006709,구좌읍
농어촌민박업,177399.2841,4614.059633,구좌읍
농어촌민박업,142386.7825,-3112.390256,애월읍
농어촌민박업,138049.3705,-4113.729594,애월읍
농어촌민박업,187471.5538,1933.428035,구좌읍
농어촌민박업,190620.5936,-350.6115922,구좌읍
농어촌민박업,183939.169,4855.873643,구좌읍
농어촌민박업,180794.8875,6923.737095,구좌읍
농어촌민박업,179715.3846,-2798.969317,구좌읍
농어촌민박업,184940.0733,4355.68478,구좌읍
농어촌민박업,176391.41,6853.425212,구좌읍
농어촌민박업,181795.8767,5727.50987,구좌읍
농어촌민박업,181817.6341,5749.161287,구좌읍
농어촌민박업,181898.9239,6125.823511,구좌읍
농어촌민박업,189154.2843,2875.891902,구좌읍
농어촌민박업,180216.7539,3519.240289,구좌읍
농어촌민박업,187129.1483,2999.970626,구좌읍
농어촌민박업,178480.2075,-3248.768338,구좌읍
농어촌민박업,143522.032,-4732.079311,애월읍
농어촌민박업,143595.8555,-1287.57854,애월읍
농어촌민박업,186832.4939,3149.276865,구좌읍
농어촌민박업,141821.4621,-8862.484151,애월읍
농어촌민박업,141819.3624,-7152.313107,애월읍
농어촌민박업,189672.3593,3326.656954,구좌읍
농어촌민박업,180584.5594,6473.731699,구좌읍
농어촌민박업,189432.7473,2205.494818,구좌읍
농어촌민박업,179255.5458,1180.996747,구좌읍
농어촌민박업,186897.5366,3075.976039,구좌읍
농어촌민박업,173263.8888,6467.574201,구좌읍
농어촌민박업,186496.0057,2861.971386,구좌읍
농어촌민박업,173263.8888,6467.574201,구좌읍
농어촌민박업,182603.3682,-431.5804071,구좌읍
농어촌민박업,178997.8718,168.7257166,구좌읍
농어촌민박업,179324.455,1927.886761,구좌읍
농어촌민박업,173208.6818,6208.235155,구좌읍
농어촌민박업,181883.2678,6278.318742,구좌읍
농어촌민박업,135968.6257,-3424.54692,애월읍
농어촌민박업,138049.3705,-4113.729594,애월읍
농어촌민박업,141856.5191,-8382.594617,애월읍
농어촌민박업,135847.1421,-4112.152404,애월읍
농어촌민박업,139799.4606,-2317.404089,애월읍
농어촌민박업,141096.4781,-2101.668625,애월읍
농어촌민박업,135692.1337,-5048.603009,애월읍
농어촌민박업,137353.8308,-6869.72395,애월읍
농어촌민박업,147070.3656,-6773.567906,애월읍
농어촌민박업,183741.6453,4334.954846,구좌읍
농어촌민박업,182603.3682,-431.5804071,구좌읍
농어촌민박업,183444.7691,6337.667622,구좌읍
농어촌민박업,139693.2279,-4162.87158,애월읍
농어촌민박업,188980.6286,3322.457023,구좌읍
농어촌민박업,140923.6109,-5071.606582,애월읍
농어촌민박업,176864.9227,6852.592408,구좌읍
농어촌민박업,188801.7746,2711.738194,구좌읍
농어촌민박업,185371.0992,3897.019419,구좌읍
농어촌민박업,140736.154,-1851.208686,애월읍
농어촌민박업,140736.154,-1851.208686,애월읍
농어촌민박업,180962.9321,3989.135045,구좌읍
농어촌민박업,139476.0335,-4246.439614,애월읍
농어촌민박업,136441.5878,-5763.429191,애월읍
농어촌민박업,145232.0294,-3261.155339,애월읍
농어촌민박업,146412.8501,-7184.860984,애월읍
농어촌민박업,142613.5244,-4781.086049,애월읍
농어촌민박업,136161.4215,-3645.920574,애월읍
농어촌민박업,142684.5022,-2814.576964,애월읍
농어촌민박업,190620.5057,-1190.1281,구좌읍
농어촌민박업,190620.5057,-1190.1281,구좌읍
농어촌민박업,176539.7971,6773.752029,구좌읍
농어촌민박업,188738.565,3614.745194,구좌읍
농어촌민박업,190620.5057,-1190.1281,구좌읍
농어촌민박업,190679.581,-1191.998827,구좌읍
농어촌민박업,190679.581,-1191.998827,구좌읍
농어촌민박업,190620.5057,-1190.1281,구좌읍
농어촌민박업,178329.7902,-5045.161794,구좌읍
농어촌민박업,190679.581,-1191.998827,구좌읍
농어촌민박업,145579.4812,-3934.429355,애월읍
농어촌민박업,137457.4186,-5910.135012,애월읍
농어촌민박업,190522.8471,-305.2034861,구좌읍
농어촌민박업,191462.949,-331.0121895,구좌읍
농어촌민박업,180817.5131,6662.279811,구좌읍
농어촌민박업,145162.7059,-780.4586868,애월읍
농어촌민박업,145029.6155,-652.2389262,애월읍
농어촌민박업,190646.3159,-116.3405639,구좌읍
농어촌민박업,190911.5427,-522.6723994,구좌읍
농어촌민박업,180644.5241,6800.10826,구좌읍
농어촌민박업,189556.2193,2545.3634,구좌읍
농어촌민박업,186581.8038,1844.132894,구좌읍
농어촌민박업,187208.0806,2688.01965,구좌읍
농어촌민박업,189962.5664,3280.101751,구좌읍
농어촌민박업,189233.869,2412.917595,구좌읍
농어촌민박업,141821.4621,-8862.484151,애월읍
농어촌민박업,190063.4258,3172.809817,구좌읍
농어촌민박업,189018.9976,2767.683979,구좌읍
농어촌민박업,189978.1984,1484.300037,구좌읍
농어촌민박업,176328.8686,-1333.124498,구좌읍
농어촌민박업,144129.9622,-5807.103544,애월읍
농어촌민박업,147995.0687,-4328.852417,애월읍
농어촌민박업,144645.9045,-3298.805334,애월읍
농어촌민박업,135285.1372,-5155.068828,애월읍
농어촌민박업,135992.8253,-4525.818551,애월읍
농어촌민박업,145241.4165,-3298.612012,애월읍
농어촌민박업,186213.1908,3356.016426,구좌읍
농어촌민박업,183989.6581,4490.989143,구좌읍
농어촌민박업,141594.421,-1988.340347,애월읍
농어촌민박업,137448.9138,-8437.042797,애월읍
농어촌민박업,138263.2057,-3087.584486,애월읍
농어촌민박업,137437.4393,-6732.374097,애월읍
농어촌민박업,137271.9721,-4517.530314,애월읍
농어촌민박업,135871.7894,-8681.238588,애월읍
농어촌민박업,190620.5057,-1190.1281,구좌읍
농어촌민박업,190679.581,-1191.998827,구좌읍
농어촌민박업,176598.7674,6552.35986,구좌읍
농어촌민박업,142149.6853,-6950.746524,애월읍
농어촌민박업,190620.5057,-1190.1281,구좌읍
농어촌민박업,179420.6195,1918.457859,구좌읍
농어촌민박업,184784.1451,4603.712172,구좌읍
농어촌민박업,183705.5903,4370.388793,구좌읍
농어촌민박업,180991.4191,6538.166709,구좌읍
농어촌민박업,185890.3731,1668.013558,구좌읍
농어촌민박업,177200.0401,6752.52888,구좌읍
농어촌민박업,190869.3736,-663.311711,구좌읍
농어촌민박업,177192.5165,6840.229456,구좌읍
농어촌민박업,179403.549,1864.720963,구좌읍
농어촌민박업,179354.4748,1913.700187,구좌읍
농어촌민박업,179336.9049,1954.48396,구좌읍
농어촌민박업,184487.0066,4713.77217,구좌읍
농어촌민박업,185569.2945,3872.216172,구좌읍
농어촌민박업,185635.5527,2736.228298,구좌읍
농어촌민박업,187425.9468,1957.825873,구좌읍
농어촌민박업,142779.3322,-2936.517505,애월읍
농어촌민박업,146453.929,-4915.459919,애월읍
농어촌민박업,184559.0156,3474.712374,구좌읍
농어촌민박업,135972.686,-3908.647265,애월읍
농어촌민박업,135013.9494,-5270.946133,애월읍
농어촌민박업,180864.3689,6500.280315,구좌읍
농어촌민박업,140523.4228,-8068.570179,애월읍
농어촌민박업,185254.1844,4021.259394,구좌읍
농어촌민박업,180647.0677,6773.970334,구좌읍
농어촌민박업,191337.524,-15.42217869,구좌읍
농어촌민박업,190669.4416,2062.261987,구좌읍
농어촌민박업,147247.1334,-7021.118583,애월읍
농어촌민박업,174429.4996,5921.744698,구좌읍
농어촌민박업,189237.0374,3201.961571,구좌읍
농어촌민박업,190574.2002,2306.641524,구좌읍
농어촌민박업,135323.128,-7390.314779,애월읍
농어촌민박업,183414.7111,4339.134996,구좌읍
농어촌민박업,181096.1719,6432.073203,구좌읍
농어촌민박업,179648.3959,-2935.01375,구좌읍
농어촌민박업,186118.9198,3115.313008,구좌읍
농어촌민박업,181612.0705,6762.993116,구좌읍
농어촌민박업,186730.039,2718.32048,구좌읍
농어촌민박업,140300.2549,-5262.506551,애월읍
농어촌민박업,181690.4553,5504.571468,구좌읍
농어촌민박업,191558.1003,72.9000137,구좌읍
농어촌민박업,181273.1406,6181.484726,구좌읍
농어촌민박업,186870.317,2286.243555,구좌읍
농어촌민박업,190514.0352,2823.750096,구좌읍
농어촌민박업,176408.0053,6842.628417,구좌읍
농어촌민박업,181447.041,6530.203979,구좌읍
농어촌민박업,178839.2876,-3180.303439,구좌읍
농어촌민박업,189188.0464,2406.921806,구좌읍
농어촌민박업,173965.5359,6655.695814,구좌읍
농어촌민박업,186931.7533,2019.125502,구좌읍
농어촌민박업,189141.842,2755.268825,구좌읍
농어촌민박업,174149.7094,6026.171407,구좌읍
농어촌민박업,139687.7099,-4055.239823,애월읍
농어촌민박업,184711.9572,4395.126985,구좌읍
농어촌민박업,189801.5805,-530.6041096,구좌읍
농어촌민박업,190057.6422,1664.130988,구좌읍
농어촌민박업,144170.6502,-5469.271328,애월읍
농어촌민박업,140287.171,-1763.467674,애월읍
농어촌민박업,139353.6905,-2551.752167,애월읍
농어촌민박업,137596.4528,-6560.623248,애월읍
농어촌민박업,139265.0611,-7082.151565,애월읍
농어촌민박업,139136.3474,-4119.03821,애월읍
농어촌민박업,140832.4771,-2317.386611,애월읍
농어촌민박업,136280.4783,-5590.146929,애월읍
농어촌민박업,147304.6007,-7222.807869,애월읍
농어촌민박업,135696.601,-4693.661781,애월읍
농어촌민박업,137708.3089,-6039.23315,애월읍
농어촌민박업,135309.889,-5052.161672,애월읍
농어촌민박업,138456.9278,-12797.51248,애월읍
농어촌민박업,141096.4781,-2101.668625,애월읍
농어촌민박업,190679.581,-1191.998827,구좌읍
농어촌민박업,180634.2443,6533.728051,구좌읍
농어촌민박업,178710.1879,-3284.799842,구좌읍
농어촌민박업,187332.7445,3062.674725,구좌읍
농어촌민박업,138430.6396,-4762.895679,애월읍
농어촌민박업,140345.2115,-2188.791471,애월읍
농어촌민박업,145162.7059,-780.4586868,애월읍
농어촌민박업,187049.4282,2952.770064,구좌읍
농어촌민박업,179885.8293,-2816.26155,구좌읍
농어촌민박업,184759.0607,3656.381171,구좌읍
농어촌민박업,185553.1578,3450.823404,구좌읍
농어촌민박업,190640.0185,2017.688637,구좌읍
농어촌민박업,142262.2,-2469.526283,애월읍
농어촌민박업,190385.4716,1860.96441,구좌읍
농어촌민박업,139310.146,-2518.50171,애월읍
농어촌민박업,134890.8498,-5177.854372,애월읍
농어촌민박업,140729.7889,-2106.311747,애월읍
농어촌민박업,141333.7406,-2136.753091,애월읍
농어촌민박업,140736.154,-1851.208686,애월읍
농어촌민박업,134982.4759,-5164.517433,애월읍
농어촌민박업,137519.6489,-5803.368321,애월읍
농어촌민박업,183688.1445,4426.184319,구좌읍
농어촌민박업,142647.9474,-6350.018375,애월읍
농어촌민박업,137853.3981,-6231.022268,애월읍
농어촌민박업,140923.6109,-5071.606582,애월읍
농어촌민박업,189534.0749,2184.668796,구좌읍
농어촌민박업,135462.1545,-5850.262048,애월읍
농어촌민박업,138462.0006,-3328.250571,애월읍
농어촌민박업,135893.2484,-8668.38404,애월읍
농어촌민박업,140822.8328,-1900.16915,애월읍
농어촌민박업,182731.272,382.686452,구좌읍
농어촌민박업,180993.7466,3916.290228,구좌읍
농어촌민박업,188857.0322,3399.410622,구좌읍
농어촌민박업,186449.0233,3489.953554,구좌읍
농어촌민박업,176554.2398,6768.096263,구좌읍
농어촌민박업,176395.408,6787.22929,구좌읍
농어촌민박업,187888.0949,3034.159155,구좌읍
농어촌민박업,179964.6937,-3005.957817,구좌읍
농어촌민박업,182252.1519,6482.729953,구좌읍
