,경도(EPSG4326),위도(EPSG4326),경도(EPSG2097),위도(EPSG2097)
0,147375.5142554373,-4526.674812086207,126.43854790866982,33.456603621199285
1,137695.64547687635,-7737.213881205418,126.43854790866982,33.456603621199285
2,142428.04840060402,-4499.465510849415,126.40845025691809,33.48413898623487
3,143561.6391079252,-7976.8856888952905,126.32212512538749,33.46404544151133
4,143266.31299728926,-1275.4234778521568,126.4058398565424,33.47294583131647
